NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1314 Entries & Exits,1213 Entries & Exits,Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
5501,MOR,Mortimer,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 16,763 "," 37,067 "," 35,207 "," 89,037 "," 16,763 "," 37,067 "," 35,207 "," 89,037 "," 178,074 "," 189,900 ", -   ,0,0,,
5600,MTL,Mortlake,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 236,711 "," 255,314 "," 586,388 "," 1,078,413 "," 236,711 "," 255,314 "," 586,388 "," 1,078,413 "," 2,156,826 "," 2,130,920 ", -   ,0,0,,
2606,MSS,Moses Gate,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 3,137 "," 5,647 "," 4,384 "," 13,168 "," 3,137 "," 5,647 "," 4,384 "," 13,168 "," 26,336 "," 25,978 ", -   ,0,0,,
2675,MOS,Moss Side,North West,Lancashire,Fylde,UKD4,Lancashire,Northern Rail,,,, 815 , 189 , 160 ," 1,164 ", 815 , 189 , 160 ," 1,164 "," 2,328 "," 2,458 ", -   ,0,0,,
2903,MSL,Mossley (Greater Manchester),North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 27,985 "," 62,083 "," 68,708 "," 158,776 "," 27,985 "," 62,083 "," 68,708 "," 158,776 "," 317,552 "," 302,910 ", -   ,0,0,,
2171,MSH,Mossley Hill,North West,Merseyside,Liverpool,UKD5,Merseyside,Northern Rail,,Merseyside,," 34,457 "," 54,637 "," 32,381 "," 121,475 "," 34,457 "," 54,637 "," 32,381 "," 121,475 "," 242,950 "," 289,712 ", -   ,1,0,Improved PTE Infill,
9632,MPK,Mosspark,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 17,124 "," 26,230 "," 11,995 "," 55,349 "," 17,124 "," 26,230 "," 11,995 "," 55,349 "," 110,698 "," 116,002 ", -   ,0,0,,
2973,MSO,Moston,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 9,083 "," 35,497 "," 18,371 "," 62,951 "," 9,083 "," 35,497 "," 18,371 "," 62,951 "," 125,902 "," 134,966 ", -   ,0,0,,
9691,MTH,Motherwell,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 193,101 "," 210,859 "," 163,709 "," 567,668 "," 193,101 "," 210,859 "," 163,709 "," 567,668 "," 1,135,336 "," 1,292,518 "," 129,944 ",1,0,Improved PTE Infill,
5645,MOT,Motspur Park,London,Greater London,Merton,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 120,250 "," 151,099 "," 350,534 "," 621,883 "," 120,250 "," 151,099 "," 350,534 "," 621,883 "," 1,243,766 "," 1,273,788 "," 25,930 ",0,0,,
5118,MTG,Mottingham,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 128,589 "," 156,538 "," 303,124 "," 588,251 "," 128,589 "," 156,538 "," 303,124 "," 588,251 "," 1,176,502 "," 1,102,460 ", -   ,0,0,,
2158,MLD,Mouldsworth,North West,Cheshire,Chester,UKD2,Cheshire,Northern Rail,,,," 6,574 "," 8,365 ", 884 ," 15,823 "," 6,574 "," 8,365 ", 884 ," 15,823 "," 31,646 "," 31,870 ", -   ,0,0,,
5312,MCB,Moulsecoomb,South East,Brighton And Hove,Brighton And Hove,UKJ2,"Surrey, East & West Sussex",Southern,,,," 50,530 "," 107,888 "," 51,345 "," 209,763 "," 50,530 "," 107,888 "," 51,345 "," 209,763 "," 419,526 "," 407,150 ", -   ,0,0,,
9819,MFL,Mount Florida,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 166,762 "," 214,383 "," 154,699 "," 535,844 "," 166,762 "," 214,383 "," 154,699 "," 535,844 "," 1,071,688 "," 1,080,890 "," 5,731 ",0,0,,
3859,MTA,Mountain Ash,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 36,267 "," 3,899 "," 5,832 "," 45,998 "," 36,267 "," 3,899 "," 5,832 "," 45,998 "," 91,996 "," 96,686 ", -   ,0,0,,
9779,MTV,Mt. Vernon,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 9,814 "," 10,215 "," 8,637 "," 28,666 "," 9,814 "," 10,215 "," 8,637 "," 28,666 "," 57,332 "," 63,266 ", -   ,0,0,,
8665,MOO,Muir Of Ord,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 20,891 "," 12,593 "," 2,932 "," 36,416 "," 20,891 "," 12,593 "," 2,932 "," 36,416 "," 72,832 "," 74,064 ", -   ,0,0,,
9608,MUI,Muirend,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 46,811 "," 57,701 "," 64,662 "," 169,174 "," 46,811 "," 57,701 "," 64,662 "," 169,174 "," 338,348 "," 350,140 ", -   ,0,0,,
9304,MUB,Musselburgh,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,First ScotRail,,,," 105,430 "," 61,755 "," 52,150 "," 219,335 "," 105,430 "," 61,755 "," 52,150 "," 219,335 "," 438,670 "," 420,834 ", -   ,0,0,,
8526,MYT,Mytholmroyd,Yorkshire And The Humber,West Yorkshire,Calderdale,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 28,950 "," 25,989 "," 23,413 "," 78,352 "," 28,950 "," 25,989 "," 23,413 "," 78,352 "," 156,704 "," 158,436 ", -   ,0,0,,
8107,NFN,Nafferton,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 5,798 "," 8,005 "," 5,689 "," 19,492 "," 5,798 "," 8,005 "," 5,689 "," 19,492 "," 38,984 "," 34,624 ", -   ,1,0,Continues high growth from previous year,
3389,NLS,Nailsea & Backwell,South West,North Somerset,North Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 73,686 "," 76,416 "," 61,485 "," 211,587 "," 73,686 "," 76,416 "," 61,485 "," 211,587 "," 423,174 "," 421,892 ", -   ,0,0,,
8666,NRN,Nairn,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 18,727 "," 33,204 "," 6,453 "," 58,384 "," 18,727 "," 33,204 "," 6,453 "," 58,384 "," 116,768 "," 112,014 ", -   ,0,0,,
1247,NAN,Nantwich,North West,Cheshire,Crewe And Nantwich,UKD2,Cheshire,Arriva Trains Wales,,,," 36,335 "," 23,225 "," 18,988 "," 78,548 "," 36,335 "," 23,225 "," 18,988 "," 78,548 "," 157,096 "," 141,782 ", -   ,1,0,Continues High Growth from previous year,
4098,NAR,Narberth,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 6,898 "," 2,881 ", -   ," 9,779 "," 6,898 "," 2,881 ", -   ," 9,779 "," 19,558 "," 19,622 ", -   ,0,0,,
1881,NBR,Narborough,East Midlands,Leicestershire,Blaby,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,," 38,942 "," 25,758 "," 130,441 "," 195,141 "," 38,942 "," 25,758 "," 130,441 "," 195,141 "," 390,282 "," 370,658 ", -   ,0,0,,
2940,NVR,Navigation Road,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 12,616 "," 17,659 "," 16,722 "," 46,997 "," 12,616 "," 17,659 "," 16,722 "," 46,997 "," 93,994 "," 85,890 ", -   ,0,0,,
4216,NTH,Neath,Wales - Cymru,Neath Port Talbot - Castell-Nedd Port Talbot,Neath Port Talbot - Castell-Nedd Port Talbot,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 186,635 "," 149,541 "," 73,918 "," 410,094 "," 186,635 "," 149,541 "," 73,918 "," 410,094 "," 820,188 "," 806,264 ", -   ,0,0,,
7354,NMT,Needham Market,East,Suffolk,Mid Suffolk,UKH1,East Anglia,Abellio Greater Anglia,,,," 18,771 "," 15,617 "," 11,291 "," 45,679 "," 18,771 "," 15,617 "," 11,291 "," 45,679 "," 91,358 "," 85,078 ", -   ,0,0,,
9773,NEI,Neilston,Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 31,358 "," 52,355 "," 124,643 "," 208,356 "," 31,358 "," 52,355 "," 124,643 "," 208,356 "," 416,712 "," 439,950 ", -   ,0,0,,
2565,NEL,Nelson,North West,Lancashire,Pendle,UKD4,Lancashire,Northern Rail,,,," 45,015 "," 10,764 "," 17,605 "," 73,384 "," 45,015 "," 10,764 "," 17,605 "," 73,384 "," 146,768 "," 139,094 ", -   ,0,0,,
2139,NES,Neston,North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Arriva Trains Wales,,,," 21,106 "," 3,792 "," 1,045 "," 25,943 "," 21,106 "," 3,792 "," 1,045 "," 25,943 "," 51,886 "," 48,476 ", -   ,0,0,,
6241,NET,Netherfield,East Midlands,Nottinghamshire,Gedling,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 1,537 ", 322 , 832 ," 2,691 "," 1,537 ", 322 , 832 ," 2,691 "," 5,382 "," 6,682 ", -   ,0,0,,
2047,NRT,Nethertown,North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,, 283 , 6 , 291 , 580 , 283 , 6 , 291 , 580 ," 1,160 "," 1,028 ", -   ,0,0,,
5911,NTL,Netley,South East,Hampshire,Eastleigh,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 16,710 "," 18,531 "," 19,887 "," 55,128 "," 16,710 "," 18,531 "," 19,887 "," 55,128 "," 110,256 "," 102,072 ", -   ,0,0,,
6018,NBA,New Barnet,London,Greater London,Barnet,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station," 132,105 "," 126,990 "," 351,289 "," 610,384 "," 132,105 "," 126,990 "," 351,289 "," 610,384 "," 1,220,768 "," 1,154,218 ", -   ,0,0,,
5058,NBC,New Beckenham,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 97,936 "," 111,438 "," 197,885 "," 407,259 "," 97,936 "," 111,438 "," 197,885 "," 407,259 "," 814,518 "," 800,594 "," 1,162 ",0,0,,
2152,NBN,New Brighton,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,," 166,743 "," 163,966 "," 124,691 "," 455,400 "," 166,743 "," 163,966 "," 124,691 "," 455,400 "," 910,800 "," 1,005,344 ", -   ,0,0,,
6289,NCE,New Clee,Yorkshire And The Humber,North East Lincolnshire,North East Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,, 130 , 44 , -   , 174 , 130 , 44 , -   , 174 , 348 , 290 , -   ,0,0,,
5150,NWX,New Cross,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 281,918 "," 479,359 "," 554,026 "," 1,315,303 "," 281,918 "," 479,359 "," 554,026 "," 1,315,303 "," 2,630,606 "," 2,480,054 "," 1,775,062 ",0,0,,
5345,NXG,New Cross Gate,London,Greater London,Lewisham,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 438,039 "," 924,545 "," 801,456 "," 2,164,040 "," 438,039 "," 924,545 "," 801,456 "," 2,164,040 "," 4,328,079 "," 4,368,856 "," 1,418,867 ",0,0,,
9533,NCK,New Cumnock,Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 4,930 "," 6,861 "," 1,800 "," 13,591 "," 4,930 "," 6,861 "," 1,800 "," 13,591 "," 27,182 "," 28,520 ", -   ,0,0,,
5119,NEH,New Eltham,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 228,954 "," 253,549 "," 759,243 "," 1,241,746 "," 228,954 "," 253,549 "," 759,243 "," 1,241,746 "," 2,483,492 "," 2,370,770 ", -   ,0,0,,
6209,NHL,New Holland,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 7,093 ", 718 , 572 ," 8,383 "," 7,093 ", 718 , 572 ," 8,383 "," 16,766 "," 20,672 ", -   ,1,0,Barton Line had service problems during December 2013 which will have contributed to the decrease,Barton Line service
5238,NHE,New Hythe,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,," 14,868 "," 13,141 "," 17,298 "," 45,307 "," 14,868 "," 13,141 "," 17,298 "," 45,307 "," 90,614 "," 89,712 ", -   ,0,0,,
2358,NLN,New Lane,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,, 697 , 770 , 48 ," 1,515 ", 697 , 770 , 48 ," 1,515 "," 3,030 "," 3,312 ", -   ,0,0,,
5567,NEM,New Malden,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 346,858 "," 457,159 "," 932,783 "," 1,736,800 "," 346,858 "," 457,159 "," 932,783 "," 1,736,800 "," 3,473,600 "," 3,403,912 "," 56,626 ",0,0,,
2974,NMC,New Mills Central,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,NEW MILLS BR,,," 15,321 "," 32,393 "," 54,923 "," 102,637 "," 15,321 "," 32,393 "," 54,923 "," 102,637 "," 205,274 "," 213,648 "," 1,309 ",0,0,,
2769,NMN,New Mills Newtown,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,NEW MILLS BR,,," 15,847 "," 29,470 "," 72,281 "," 117,598 "," 15,847 "," 29,470 "," 72,281 "," 117,598 "," 235,196 "," 215,972 ", -   ,0,0,,
5881,NWM,New Milton,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 83,818 "," 146,675 "," 79,380 "," 309,873 "," 83,818 "," 146,675 "," 79,380 "," 309,873 "," 619,746 "," 612,258 ", -   ,0,0,,
8506,NPD,New Pudsey,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 119,253 "," 127,220 "," 135,360 "," 381,833 "," 119,253 "," 127,220 "," 135,360 "," 381,833 "," 763,666 "," 733,218 ", -   ,0,0,,
6019,NSG,New Southgate,London,Greater London,Enfield,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station," 82,748 "," 66,275 "," 169,787 "," 318,810 "," 82,748 "," 66,275 "," 169,787 "," 318,810 "," 637,620 "," 639,812 ", -   ,0,0,,
6498,NCT,Newark Castle,East Midlands,Nottinghamshire,Newark And Sherwood,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,NEWARK BR,,," 30,510 "," 69,075 "," 20,642 "," 120,227 "," 30,510 "," 69,075 "," 20,642 "," 120,227 "," 240,454 "," 237,509 "," 41,386 ",0,0,,
6499,NNG,Newark North Gate,East Midlands,Nottinghamshire,Newark And Sherwood,UKF1,Derbyshire and Nottinghamshire,East Coast,NEWARK BR,,," 151,516 "," 343,024 "," 102,511 "," 597,050 "," 151,516 "," 343,024 "," 102,511 "," 597,050 "," 1,194,101 "," 1,179,491 "," 219,669 ",0,0,,
9919,NBE,Newbridge,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 44,945 "," 5,163 "," 16,969 "," 67,077 "," 44,945 "," 5,163 "," 16,969 "," 67,077 "," 134,154 "," 133,672 ", -   ,0,0,,
3074,NBY,Newbury,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,NEWBURY BR,,," 164,588 "," 347,056 "," 320,560 "," 832,204 "," 164,588 "," 347,056 "," 320,560 "," 832,204 "," 1,664,408 "," 1,628,370 "," 44,636 ",0,0,,
3071,NRC,Newbury Racecourse,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,NEWBURY BR,,," 6,974 "," 23,624 "," 7,508 "," 38,106 "," 6,974 "," 23,624 "," 7,508 "," 38,106 "," 76,212 "," 82,370 ", -   ,0,0,,
7728,NCL,Newcastle,North East,Tyne And Wear,Newcastle Upon Tyne,UKC2,Northumberland and Tyne and Wear,East Coast,,Tyne & Wear,," 705,364 "," 2,759,389 "," 547,825 "," 4,012,578 "," 705,364 "," 2,759,389 "," 547,825 "," 4,012,578 "," 8,025,155 "," 7,808,258 "," 409,935 ",0,0,,
8808,NEW,Newcraighall,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,," 46,431 "," 43,670 "," 20,866 "," 110,967 "," 46,431 "," 43,670 "," 20,866 "," 110,967 "," 221,934 "," 206,930 ", -   ,0,0,,
5330,NVH,Newhaven Harbour,South East,East Sussex,Lewes,UKJ2,"Surrey, East & West Sussex",Southern,NEWHAVEN BR,,," 5,209 "," 8,024 "," 9,856 "," 23,089 "," 5,209 "," 8,024 "," 9,856 "," 23,089 "," 46,178 "," 44,212 ", -   ,0,0,,
5331,NVN,Newhaven Town,South East,East Sussex,Lewes,UKJ2,"Surrey, East & West Sussex",Southern,NEWHAVEN BR,,," 38,940 "," 72,150 "," 41,961 "," 153,051 "," 38,940 "," 72,150 "," 41,961 "," 153,051 "," 306,102 "," 318,664 ", -   ,0,0,,
5175,NGT,Newington,South East,Kent,Swale,UKJ4,Kent,Southeastern,,,," 11,945 "," 14,027 "," 36,890 "," 62,862 "," 11,945 "," 14,027 "," 36,890 "," 62,862 "," 125,724 "," 127,962 ", -   ,0,0,,
7038,NMK,Newmarket,East,Suffolk,Forest Heath,UKH1,East Anglia,Abellio Greater Anglia,,,," 37,177 "," 51,399 "," 53,955 "," 142,531 "," 37,177 "," 51,399 "," 53,955 "," 142,531 "," 285,062 "," 268,696 ", -   ,0,0,,
7039,NWE,Newport (Essex),East,Essex,Uttlesford,UKH3,Essex,Abellio Greater Anglia,,,," 15,964 "," 20,344 "," 61,315 "," 97,623 "," 15,964 "," 20,344 "," 61,315 "," 97,623 "," 195,246 "," 208,416 ", -   ,0,0,,
3674,NWP,Newport (Gwent),Wales - Cymru,Newport - Casnewydd,Newport - Casnewydd,UKL2,East Wales,Arriva Trains Wales,,,," 339,324 "," 526,851 "," 279,347 "," 1,145,522 "," 339,324 "," 526,851 "," 279,347 "," 1,145,522 "," 2,291,044 "," 2,250,258 "," 545,462 ",0,0,,
3523,NQY,Newquay,South West,Cornwall And Isles Of Scilly,Restormel,UKK3,Cornwall and Isles of Scilly,First Great Western,,,, 898 ," 47,704 ", 37 ," 48,639 ", 898 ," 47,704 ", 37 ," 48,639 "," 97,278 "," 104,504 ", -   ,0,0,,
1863,NSD,Newstead,East Midlands,Nottinghamshire,Gedling,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 7,044 "," 4,513 "," 2,755 "," 14,312 "," 7,044 "," 4,513 "," 2,755 "," 14,312 "," 28,624 "," 30,872 ", -   ,0,0,,
9774,NTN,Newton,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 59,687 "," 89,122 "," 103,834 "," 252,643 "," 59,687 "," 89,122 "," 103,834 "," 252,643 "," 505,286 "," 523,554 "," 52,330 ",0,0,,
3426,NTA,Newton Abbot,South West,Devon,Teignbridge,UKK4,Devon,First Great Western,,,," 64,828 "," 371,793 "," 92,049 "," 528,670 "," 64,828 "," 371,793 "," 92,049 "," 528,670 "," 1,057,340 "," 1,102,732 "," 324,135 ",0,0,,
7834,NAY,Newton Aycliffe,North East,Durham,Sedgefield,UKC1,Tees Valley and Durham,Northern Rail,,,," 24,196 "," 6,424 "," 3,848 "," 34,468 "," 24,196 "," 6,424 "," 3,848 "," 34,468 "," 68,935 "," 67,286 ", -   ,0,0,,
2789,NWN,Newton For Hyde,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 16,735 "," 42,806 "," 35,863 "," 95,404 "," 16,735 "," 42,806 "," 35,863 "," 95,404 "," 190,808 "," 186,504 ", -   ,0,0,,
5828,NTC,Newton St.Cyres,South West,Devon,Mid Devon,UKK4,Devon,First Great Western,,,, 285 , 887 , 208 ," 1,380 ", 285 , 887 , 208 ," 1,380 "," 2,760 "," 2,252 ", -   ,0,0,,
2257,NLW,Newton-Le-Willows,North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,," 80,831 "," 128,574 "," 146,326 "," 355,731 "," 80,831 "," 128,574 "," 146,326 "," 355,731 "," 711,462 "," 670,938 "," 150,053 ",0,0,,
8668,NWR,Newtonmore,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 2,312 "," 1,670 ", 181 ," 4,163 "," 2,312 "," 1,670 ", 181 ," 4,163 "," 8,326 "," 8,958 ", -   ,0,0,,
9571,NOA,Newton-On-Ayr,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 13,145 "," 11,092 "," 5,990 "," 30,227 "," 13,145 "," 11,092 "," 5,990 "," 30,227 "," 60,454 "," 44,316 ", -   ,1,0,Reason for increase unclear,
4426,NWT,Newtown,Wales - Cymru,Powys - Powys,Powys - Powys,UKL2,East Wales,Arriva Trains Wales,,,," 39,138 "," 21,988 ", 833 ," 61,959 "," 39,138 "," 21,988 ", 833 ," 61,959 "," 123,918 "," 123,578 ", -   ,0,0,,
3895,NNP,Ninian Park,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,," 30,132 "," 2,494 "," 17,342 "," 49,968 "," 30,132 "," 2,494 "," 17,342 "," 49,968 "," 99,936 "," 82,964 ", -   ,1,0,Continues high growth from previous year,
9609,NIT,Nitshill,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 13,772 "," 18,805 "," 13,844 "," 46,421 "," 13,772 "," 18,805 "," 13,844 "," 46,421 "," 92,842 "," 95,430 ", -   ,0,0,,
5568,NBT,Norbiton,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 297,793 "," 378,241 "," 618,824 "," 1,294,858 "," 297,793 "," 378,241 "," 618,824 "," 1,294,858 "," 2,589,716 "," 2,514,244 ", -   ,0,0,,
5428,NRB,Norbury,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station," 259,754 "," 449,029 "," 949,532 "," 1,658,315 "," 259,754 "," 449,029 "," 949,532 "," 1,658,315 "," 3,316,630 "," 3,204,748 ", -   ,0,0,,
5460,NSB,Normans Bay,South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southern,,,," 1,530 "," 2,627 "," 1,150 "," 5,307 "," 1,530 "," 2,627 "," 1,150 "," 5,307 "," 10,614 "," 9,824 ", -   ,0,0,,
8528,NOR,Normanton,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 37,126 "," 45,047 "," 40,281 "," 122,454 "," 37,126 "," 45,047 "," 40,281 "," 122,454 "," 244,908 "," 239,872 ", -   ,0,0,,
9358,NBW,North Berwick,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,First ScotRail,,,," 69,400 "," 131,700 "," 55,023 "," 256,123 "," 69,400 "," 131,700 "," 55,023 "," 256,123 "," 512,246 "," 489,680 ", -   ,0,0,,
5636,NCM,North Camp,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",First Great Western,,,," 49,312 "," 83,469 "," 60,775 "," 193,556 "," 49,312 "," 83,469 "," 60,775 "," 193,556 "," 387,112 "," 386,068 ", -   ,0,0,,
5429,NDL,North Dulwich,London,Greater London,Southwark,UKI1,Inner London,Southern,,,London Travelcard Area Station," 127,105 "," 126,050 "," 181,483 "," 434,638 "," 127,105 "," 126,050 "," 181,483 "," 434,638 "," 869,276 "," 839,378 ", -   ,0,0,,
6875,FAM,North Fambridge,East,Essex,Maldon,UKH3,Essex,Abellio Greater Anglia,,,," 7,416 "," 6,503 "," 31,881 "," 45,800 "," 7,416 "," 6,503 "," 31,881 "," 45,800 "," 91,600 "," 80,330 ", -   ,1,0,General high growth on Crouch Valley Line,
2455,NLR,North Llanrwst,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,, 522 , 426 , 154 ," 1,102 ", 522 , 426 , 154 ," 1,102 "," 2,204 "," 1,966 ", -   ,0,0,,
9189,NQU,North Queensferry,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,," 20,464 "," 39,181 "," 13,831 "," 73,476 "," 20,464 "," 39,181 "," 13,831 "," 73,476 "," 146,952 "," 137,604 ", -   ,0,0,,
7895,NRD,North Road,North East,Darlington,Darlington,UKC1,Tees Valley and Durham,Northern Rail,,,," 10,820 "," 2,066 "," 4,971 "," 17,857 "," 10,820 "," 2,066 "," 4,971 "," 17,857 "," 35,714 "," 32,896 ", -   ,0,0,,
5601,NSH,North Sheen,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 55,862 "," 56,660 "," 107,766 "," 220,288 "," 55,862 "," 56,660 "," 107,766 "," 220,288 "," 440,576 "," 416,000 ", -   ,0,0,,
7308,NWA,North Walsham,East,Norfolk,North Norfolk,UKH1,East Anglia,Abellio Greater Anglia,,,," 35,911 "," 60,679 "," 24,212 "," 120,802 "," 35,911 "," 60,679 "," 24,212 "," 120,802 "," 241,604 "," 242,386 ", -   ,0,0,,
1422,NWB,North Wembley,London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station," 83,765 "," 158,654 "," 109,430 "," 351,849 "," 83,765 "," 158,654 "," 109,430 "," 351,849 "," 703,698 "," 651,858 ", -   ,0,0,,
7996,NTR,Northallerton,Yorkshire And The Humber,North Yorkshire,Hambleton,UKE2,North Yorkshire,First TransPennine Express,,,," 56,208 "," 207,254 "," 56,960 "," 320,422 "," 56,208 "," 207,254 "," 56,960 "," 320,422 "," 640,843 "," 588,160 ", -   ,0,0,,
1069,NMP,Northampton,East Midlands,Northamptonshire,Northampton,UKF2,"Leicestershire, Rutland and Northamptonshire",London Midland Trains,,,," 210,401 "," 756,928 "," 424,181 "," 1,391,510 "," 210,401 "," 756,928 "," 424,181 "," 1,391,510 "," 2,783,020 "," 2,779,960 "," 3,645 ",0,0,,
1111,NFD,Northfield,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 74,001 "," 121,141 "," 192,567 "," 387,709 "," 74,001 "," 121,141 "," 192,567 "," 387,709 "," 775,418 "," 738,724 ", -   ,0,0,,
5120,NFL,Northfleet,South East,Kent,Gravesham,UKJ4,Kent,Southeastern,,,," 8,199 "," 9,759 "," 17,304 "," 35,262 "," 8,199 "," 9,759 "," 17,304 "," 35,262 "," 70,524 "," 71,012 ", -   ,0,0,,
